date_key,date,year,quarter,quarter_label,month_number,month_name,month_short,iso_week,day_of_month,day_of_week,day_name,is_weekend,holiday_name,is_holiday,fiscal_year
20240619,2024-06-19,2024,2,Q2-2024,6,June,Jun,25,19,3,Wednesday,0,,0,FY2024
20240620,2024-06-20,2024,2,Q2-2024,6,June,Jun,25,20,4,Thursday,0,,0,FY2024
20240621,2024-06-21,2024,2,Q2-2024,6,June,Jun,25,21,5,Friday,0,,0,FY2024
20240622,2024-06-22,2024,2,Q2-2024,6,June,Jun,25,22,6,Saturday,1,,0,FY2024
20240623,2024-06-23,2024,2,Q2-2024,6,June,Jun,25,23,7,Sunday,1,,0,FY2024
20240624,2024-06-24,2024,2,Q2-2024,6,June,Jun,26,24,1,Monday,0,,0,FY2024
20240625,2024-06-25,2024,2,Q2-2024,6,June,Jun,26,25,2,Tuesday,0,,0,FY2024
20240626,2024-06-26,2024,2,Q2-2024,6,June,Jun,26,26,3,Wednesday,0,,0,FY2024
20240627,2024-06-27,2024,2,Q2-2024,6,June,Jun,26,27,4,Thursday,0,,0,FY2024
20240628,2024-06-28,2024,2,Q2-2024,6,June,Jun,26,28,5,Friday,0,,0,FY2024
20240629,2024-06-29,2024,2,Q2-2024,6,June,Jun,26,29,6,Saturday,1,,0,FY2024
20240630,2024-06-30,2024,2,Q2-2024,6,June,Jun,26,30,7,Sunday,1,,0,FY2024
20240701,2024-07-01,2024,3,Q3-2024,7,July,Jul,27,1,1,Monday,0,,0,FY2025
20240702,2024-07-02,2024,3,Q3-2024,7,July,Jul,27,2,2,Tuesday,0,,0,FY2025
20240703,2024-07-03,2024,3,Q3-2024,7,July,Jul,27,3,3,Wednesday,0,,0,FY2025
20240704,2024-07-04,2024,3,Q3-2024,7,July,Jul,27,4,4,Thursday,0,Independence Day,1,FY2025
20240705,2024-07-05,2024,3,Q3-2024,7,July,Jul,27,5,5,Friday,0,,0,FY2025
20240706,2024-07-06,2024,3,Q3-2024,7,July,Jul,27,6,6,Saturday,1,,0,FY2025
20240707,2024-07-07,2024,3,Q3-2024,7,July,Jul,27,7,7,Sunday,1,,0,FY2025
20240708,2024-07-08,2024,3,Q3-2024,7,July,Jul,28,8,1,Monday,0,,0,FY2025
20240709,2024-07-09,2024,3,Q3-2024,7,July,Jul,28,9,2,Tuesday,0,,0,FY2025
20240710,2024-07-10,2024,3,Q3-2024,7,July,Jul,28,10,3,Wednesday,0,,0,FY2025
20240711,2024-07-11,2024,3,Q3-2024,7,July,Jul,28,11,4,Thursday,0,,0,FY2025
20240712,2024-07-12,2024,3,Q3-2024,7,July,Jul,28,12,5,Friday,0,,0,FY2025
20240713,2024-07-13,2024,3,Q3-2024,7,July,Jul,28,13,6,Saturday,1,,0,FY2025
20240714,2024-07-14,2024,3,Q3-2024,7,July,Jul,28,14,7,Sunday,1,,0,FY2025
20240715,2024-07-15,2024,3,Q3-2024,7,July,Jul,29,15,1,Monday,0,,0,FY2025
20240716,2024-07-16,2024,3,Q3-2024,7,July,Jul,29,16,2,Tuesday,0,,0,FY2025
20240717,2024-07-17,2024,3,Q3-2024,7,July,Jul,29,17,3,Wednesday,0,,0,FY2025
20240718,2024-07-18,2024,3,Q3-2024,7,July,Jul,29,18,4,Thursday,0,,0,FY2025
20240719,2024-07-19,2024,3,Q3-2024,7,July,Jul,29,19,5,Friday,0,,0,FY2025
20240720,2024-07-20,2024,3,Q3-2024,7,July,Jul,29,20,6,Saturday,1,,0,FY2025
20240721,2024-07-21,2024,3,Q3-2024,7,July,Jul,29,21,7,Sunday,1,,0,FY2025
20240722,2024-07-22,2024,3,Q3-2024,7,July,Jul,30,22,1,Monday,0,,0,FY2025
20240723,2024-07-23,2024,3,Q3-2024,7,July,Jul,30,23,2,Tuesday,0,,0,FY2025
20240724,2024-07-24,2024,3,Q3-2024,7,July,Jul,30,24,3,Wednesday,0,,0,FY2025
20240725,2024-07-25,2024,3,Q3-2024,7,July,Jul,30,25,4,Thursday,0,,0,FY2025
20240726,2024-07-26,2024,3,Q3-2024,7,July,Jul,30,26,5,Friday,0,,0,FY2025
20240727,2024-07-27,2024,3,Q3-2024,7,July,Jul,30,27,6,Saturday,1,,0,FY2025
20240728,2024-07-28,2024,3,Q3-2024,7,July,Jul,30,28,7,Sunday,1,,0,FY2025
20240729,2024-07-29,2024,3,Q3-2024,7,July,Jul,31,29,1,Monday,0,,0,FY2025
20240730,2024-07-30,2024,3,Q3-2024,7,July,Jul,31,30,2,Tuesday,0,,0,FY2025
20240731,2024-07-31,2024,3,Q3-2024,7,July,Jul,31,31,3,Wednesday,0,,0,FY2025
20240801,2024-08-01,2024,3,Q3-2024,8,August,Aug,31,1,4,Thursday,0,,0,FY2025
20240802,2024-08-02,2024,3,Q3-2024,8,August,Aug,31,2,5,Friday,0,,0,FY2025
20240803,2024-08-03,2024,3,Q3-2024,8,August,Aug,31,3,6,Saturday,1,,0,FY2025
20240804,2024-08-04,2024,3,Q3-2024,8,August,Aug,31,4,7,Sunday,1,,0,FY2025
20240805,2024-08-05,2024,3,Q3-2024,8,August,Aug,32,5,1,Monday,0,,0,FY2025
20240806,2024-08-06,2024,3,Q3-2024,8,August,Aug,32,6,2,Tuesday,0,,0,FY2025
20240807,2024-08-07,2024,3,Q3-2024,8,August,Aug,32,7,3,Wednesday,0,,0,FY2025
20240808,2024-08-08,2024,3,Q3-2024,8,August,Aug,32,8,4,Thursday,0,,0,FY2025
20240809,2024-08-09,2024,3,Q3-2024,8,August,Aug,32,9,5,Friday,0,,0,FY2025
20240810,2024-08-10,2024,3,Q3-2024,8,August,Aug,32,10,6,Saturday,1,,0,FY2025
20240811,2024-08-11,2024,3,Q3-2024,8,August,Aug,32,11,7,Sunday,1,,0,FY2025
20240812,2024-08-12,2024,3,Q3-2024,8,August,Aug,33,12,1,Monday,0,,0,FY2025
20240813,2024-08-13,2024,3,Q3-2024,8,August,Aug,33,13,2,Tuesday,0,,0,FY2025
20240814,2024-08-14,2024,3,Q3-2024,8,August,Aug,33,14,3,Wednesday,0,,0,FY2025
20240815,2024-08-15,2024,3,Q3-2024,8,August,Aug,33,15,4,Thursday,0,,0,FY2025
20240816,2024-08-16,2024,3,Q3-2024,8,August,Aug,33,16,5,Friday,0,,0,FY2025
20240817,2024-08-17,2024,3,Q3-2024,8,August,Aug,33,17,6,Saturday,1,,0,FY2025
20240818,2024-08-18,2024,3,Q3-2024,8,August,Aug,33,18,7,Sunday,1,,0,FY2025
20240819,2024-08-19,2024,3,Q3-2024,8,August,Aug,34,19,1,Monday,0,,0,FY2025
20240820,2024-08-20,2024,3,Q3-2024,8,August,Aug,34,20,2,Tuesday,0,,0,FY2025
20240821,2024-08-21,2024,3,Q3-2024,8,August,Aug,34,21,3,Wednesday,0,,0,FY2025
20240822,2024-08-22,2024,3,Q3-2024,8,August,Aug,34,22,4,Thursday,0,,0,FY2025
20240823,2024-08-23,2024,3,Q3-2024,8,August,Aug,34,23,5,Friday,0,,0,FY2025
20240824,2024-08-24,2024,3,Q3-2024,8,August,Aug,34,24,6,Saturday,1,,0,FY2025
20240825,2024-08-25,2024,3,Q3-2024,8,August,Aug,34,25,7,Sunday,1,,0,FY2025
20240826,2024-08-26,2024,3,Q3-2024,8,August,Aug,35,26,1,Monday,0,,0,FY2025
20240827,2024-08-27,2024,3,Q3-2024,8,August,Aug,35,27,2,Tuesday,0,,0,FY2025
20240828,2024-08-28,2024,3,Q3-2024,8,August,Aug,35,28,3,Wednesday,0,,0,FY2025
20240829,2024-08-29,2024,3,Q3-2024,8,August,Aug,35,29,4,Thursday,0,,0,FY2025
20240830,2024-08-30,2024,3,Q3-2024,8,August,Aug,35,30,5,Friday,0,,0,FY2025
20240831,2024-08-31,2024,3,Q3-2024,8,August,Aug,35,31,6,Saturday,1,,0,FY2025
20240901,2024-09-01,2024,3,Q3-2024,9,September,Sep,35,1,7,Sunday,1,,0,FY2025
20240902,2024-09-02,2024,3,Q3-2024,9,September,Sep,36,2,1,Monday,0,,0,FY2025
20240903,2024-09-03,2024,3,Q3-2024,9,September,Sep,36,3,2,Tuesday,0,,0,FY2025
20240904,2024-09-04,2024,3,Q3-2024,9,September,Sep,36,4,3,Wednesday,0,,0,FY2025
20240905,2024-09-05,2024,3,Q3-2024,9,September,Sep,36,5,4,Thursday,0,,0,FY2025
20240906,2024-09-06,2024,3,Q3-2024,9,September,Sep,36,6,5,Friday,0,,0,FY2025
20240907,2024-09-07,2024,3,Q3-2024,9,September,Sep,36,7,6,Saturday,1,,0,FY2025
20240908,2024-09-08,2024,3,Q3-2024,9,September,Sep,36,8,7,Sunday,1,,0,FY2025
20240909,2024-09-09,2024,3,Q3-2024,9,September,Sep,37,9,1,Monday,0,,0,FY2025
20240910,2024-09-10,2024,3,Q3-2024,9,September,Sep,37,10,2,Tuesday,0,,0,FY2025
20240911,2024-09-11,2024,3,Q3-2024,9,September,Sep,37,11,3,Wednesday,0,,0,FY2025
20240912,2024-09-12,2024,3,Q3-2024,9,September,Sep,37,12,4,Thursday,0,,0,FY2025
20240913,2024-09-13,2024,3,Q3-2024,9,September,Sep,37,13,5,Friday,0,,0,FY2025
20240914,2024-09-14,2024,3,Q3-2024,9,September,Sep,37,14,6,Saturday,1,,0,FY2025
20240915,2024-09-15,2024,3,Q3-2024,9,September,Sep,37,15,7,Sunday,1,,0,FY2025
20240916,2024-09-16,2024,3,Q3-2024,9,September,Sep,38,16,1,Monday,0,,0,FY2025
20240917,2024-09-17,2024,3,Q3-2024,9,September,Sep,38,17,2,Tuesday,0,,0,FY2025
20240918,2024-09-18,2024,3,Q3-2024,9,September,Sep,38,18,3,Wednesday,0,,0,FY2025
20240919,2024-09-19,2024,3,Q3-2024,9,September,Sep,38,19,4,Thursday,0,,0,FY2025
20240920,2024-09-20,2024,3,Q3-2024,9,September,Sep,38,20,5,Friday,0,,0,FY2025
20240921,2024-09-21,2024,3,Q3-2024,9,September,Sep,38,21,6,Saturday,1,,0,FY2025
20240922,2024-09-22,2024,3,Q3-2024,9,September,Sep,38,22,7,Sunday,1,,0,FY2025
20240923,2024-09-23,2024,3,Q3-2024,9,September,Sep,39,23,1,Monday,0,,0,FY2025
20240924,2024-09-24,2024,3,Q3-2024,9,September,Sep,39,24,2,Tuesday,0,,0,FY2025
20240925,2024-09-25,2024,3,Q3-2024,9,September,Sep,39,25,3,Wednesday,0,,0,FY2025
20240926,2024-09-26,2024,3,Q3-2024,9,September,Sep,39,26,4,Thursday,0,,0,FY2025
20240927,2024-09-27,2024,3,Q3-2024,9,September,Sep,39,27,5,Friday,0,,0,FY2025
20240928,2024-09-28,2024,3,Q3-2024,9,September,Sep,39,28,6,Saturday,1,,0,FY2025
20240929,2024-09-29,2024,3,Q3-2024,9,September,Sep,39,29,7,Sunday,1,,0,FY2025
20240930,2024-09-30,2024,3,Q3-2024,9,September,Sep,40,30,1,Monday,0,,0,FY2025
20241001,2024-10-01,2024,4,Q4-2024,10,October,Oct,40,1,2,Tuesday,0,,0,FY2025
20241002,2024-10-02,2024,4,Q4-2024,10,October,Oct,40,2,3,Wednesday,0,,0,FY2025
20241003,2024-10-03,2024,4,Q4-2024,10,October,Oct,40,3,4,Thursday,0,,0,FY2025
20241004,2024-10-04,2024,4,Q4-2024,10,October,Oct,40,4,5,Friday,0,,0,FY2025
20241005,2024-10-05,2024,4,Q4-2024,10,October,Oct,40,5,6,Saturday,1,,0,FY2025
20241006,2024-10-06,2024,4,Q4-2024,10,October,Oct,40,6,7,Sunday,1,,0,FY2025
20241007,2024-10-07,2024,4,Q4-2024,10,October,Oct,41,7,1,Monday,0,,0,FY2025
20241008,2024-10-08,2024,4,Q4-2024,10,October,Oct,41,8,2,Tuesday,0,,0,FY2025
20241009,2024-10-09,2024,4,Q4-2024,10,October,Oct,41,9,3,Wednesday,0,,0,FY2025
20241010,2024-10-10,2024,4,Q4-2024,10,October,Oct,41,10,4,Thursday,0,,0,FY2025
20241011,2024-10-11,2024,4,Q4-2024,10,October,Oct,41,11,5,Friday,0,,0,FY2025
20241012,2024-10-12,2024,4,Q4-2024,10,October,Oct,41,12,6,Saturday,1,,0,FY2025
20241013,2024-10-13,2024,4,Q4-2024,10,October,Oct,41,13,7,Sunday,1,,0,FY2025
20241014,2024-10-14,2024,4,Q4-2024,10,October,Oct,42,14,1,Monday,0,,0,FY2025
20241015,2024-10-15,2024,4,Q4-2024,10,October,Oct,42,15,2,Tuesday,0,,0,FY2025
20241016,2024-10-16,2024,4,Q4-2024,10,October,Oct,42,16,3,Wednesday,0,,0,FY2025
20241017,2024-10-17,2024,4,Q4-2024,10,October,Oct,42,17,4,Thursday,0,,0,FY2025
20241018,2024-10-18,2024,4,Q4-2024,10,October,Oct,42,18,5,Friday,0,,0,FY2025
20241019,2024-10-19,2024,4,Q4-2024,10,October,Oct,42,19,6,Saturday,1,,0,FY2025
20241020,2024-10-20,2024,4,Q4-2024,10,October,Oct,42,20,7,Sunday,1,,0,FY2025
20241021,2024-10-21,2024,4,Q4-2024,10,October,Oct,43,21,1,Monday,0,,0,FY2025
20241022,2024-10-22,2024,4,Q4-2024,10,October,Oct,43,22,2,Tuesday,0,,0,FY2025
20241023,2024-10-23,2024,4,Q4-2024,10,October,Oct,43,23,3,Wednesday,0,,0,FY2025
20241024,2024-10-24,2024,4,Q4-2024,10,October,Oct,43,24,4,Thursday,0,,0,FY2025
20241025,2024-10-25,2024,4,Q4-2024,10,October,Oct,43,25,5,Friday,0,,0,FY2025
20241026,2024-10-26,2024,4,Q4-2024,10,October,Oct,43,26,6,Saturday,1,,0,FY2025
20241027,2024-10-27,2024,4,Q4-2024,10,October,Oct,43,27,7,Sunday,1,,0,FY2025
20241028,2024-10-28,2024,4,Q4-2024,10,October,Oct,44,28,1,Monday,0,,0,FY2025
20241029,2024-10-29,2024,4,Q4-2024,10,October,Oct,44,29,2,Tuesday,0,,0,FY2025
20241030,2024-10-30,2024,4,Q4-2024,10,October,Oct,44,30,3,Wednesday,0,,0,FY2025
20241031,2024-10-31,2024,4,Q4-2024,10,October,Oct,44,31,4,Thursday,0,,0,FY2025
20241101,2024-11-01,2024,4,Q4-2024,11,November,Nov,44,1,5,Friday,0,,0,FY2025
20241102,2024-11-02,2024,4,Q4-2024,11,November,Nov,44,2,6,Saturday,1,,0,FY2025
20241103,2024-11-03,2024,4,Q4-2024,11,November,Nov,44,3,7,Sunday,1,,0,FY2025
20241104,2024-11-04,2024,4,Q4-2024,11,November,Nov,45,4,1,Monday,0,,0,FY2025
20241105,2024-11-05,2024,4,Q4-2024,11,November,Nov,45,5,2,Tuesday,0,,0,FY2025
20241106,2024-11-06,2024,4,Q4-2024,11,November,Nov,45,6,3,Wednesday,0,,0,FY2025
20241107,2024-11-07,2024,4,Q4-2024,11,November,Nov,45,7,4,Thursday,0,,0,FY2025
20241108,2024-11-08,2024,4,Q4-2024,11,November,Nov,45,8,5,Friday,0,,0,FY2025
20241109,2024-11-09,2024,4,Q4-2024,11,November,Nov,45,9,6,Saturday,1,,0,FY2025
20241110,2024-11-10,2024,4,Q4-2024,11,November,Nov,45,10,7,Sunday,1,,0,FY2025
20241111,2024-11-11,2024,4,Q4-2024,11,November,Nov,46,11,1,Monday,0,,0,FY2025
20241112,2024-11-12,2024,4,Q4-2024,11,November,Nov,46,12,2,Tuesday,0,,0,FY2025
20241113,2024-11-13,2024,4,Q4-2024,11,November,Nov,46,13,3,Wednesday,0,,0,FY2025
20241114,2024-11-14,2024,4,Q4-2024,11,November,Nov,46,14,4,Thursday,0,,0,FY2025
20241115,2024-11-15,2024,4,Q4-2024,11,November,Nov,46,15,5,Friday,0,,0,FY2025
20241116,2024-11-16,2024,4,Q4-2024,11,November,Nov,46,16,6,Saturday,1,,0,FY2025
20241117,2024-11-17,2024,4,Q4-2024,11,November,Nov,46,17,7,Sunday,1,,0,FY2025
20241118,2024-11-18,2024,4,Q4-2024,11,November,Nov,47,18,1,Monday,0,,0,FY2025
20241119,2024-11-19,2024,4,Q4-2024,11,November,Nov,47,19,2,Tuesday,0,,0,FY2025
20241120,2024-11-20,2024,4,Q4-2024,11,November,Nov,47,20,3,Wednesday,0,,0,FY2025
20241121,2024-11-21,2024,4,Q4-2024,11,November,Nov,47,21,4,Thursday,0,,0,FY2025
20241122,2024-11-22,2024,4,Q4-2024,11,November,Nov,47,22,5,Friday,0,,0,FY2025
20241123,2024-11-23,2024,4,Q4-2024,11,November,Nov,47,23,6,Saturday,1,,0,FY2025
20241124,2024-11-24,2024,4,Q4-2024,11,November,Nov,47,24,7,Sunday,1,,0,FY2025
20241125,2024-11-25,2024,4,Q4-2024,11,November,Nov,48,25,1,Monday,0,,0,FY2025
20241126,2024-11-26,2024,4,Q4-2024,11,November,Nov,48,26,2,Tuesday,0,,0,FY2025
20241127,2024-11-27,2024,4,Q4-2024,11,November,Nov,48,27,3,Wednesday,0,,0,FY2025
20241128,2024-11-28,2024,4,Q4-2024,11,November,Nov,48,28,4,Thursday,0,Thanksgiving,1,FY2025
20241129,2024-11-29,2024,4,Q4-2024,11,November,Nov,48,29,5,Friday,0,Black Friday,1,FY2025
20241130,2024-11-30,2024,4,Q4-2024,11,November,Nov,48,30,6,Saturday,1,,0,FY2025
20241201,2024-12-01,2024,4,Q4-2024,12,December,Dec,48,1,7,Sunday,1,,0,FY2025
20241202,2024-12-02,2024,4,Q4-2024,12,December,Dec,49,2,1,Monday,0,,0,FY2025
20241203,2024-12-03,2024,4,Q4-2024,12,December,Dec,49,3,2,Tuesday,0,,0,FY2025
20241204,2024-12-04,2024,4,Q4-2024,12,December,Dec,49,4,3,Wednesday,0,,0,FY2025
20241205,2024-12-05,2024,4,Q4-2024,12,December,Dec,49,5,4,Thursday,0,,0,FY2025
20241206,2024-12-06,2024,4,Q4-2024,12,December,Dec,49,6,5,Friday,0,,0,FY2025
20241207,2024-12-07,2024,4,Q4-2024,12,December,Dec,49,7,6,Saturday,1,,0,FY2025
20241208,2024-12-08,2024,4,Q4-2024,12,December,Dec,49,8,7,Sunday,1,,0,FY2025
20241209,2024-12-09,2024,4,Q4-2024,12,December,Dec,50,9,1,Monday,0,,0,FY2025
20241210,2024-12-10,2024,4,Q4-2024,12,December,Dec,50,10,2,Tuesday,0,,0,FY2025
20241211,2024-12-11,2024,4,Q4-2024,12,December,Dec,50,11,3,Wednesday,0,,0,FY2025
20241212,2024-12-12,2024,4,Q4-2024,12,December,Dec,50,12,4,Thursday,0,,0,FY2025
20241213,2024-12-13,2024,4,Q4-2024,12,December,Dec,50,13,5,Friday,0,,0,FY2025
20241214,2024-12-14,2024,4,Q4-2024,12,December,Dec,50,14,6,Saturday,1,,0,FY2025
20241215,2024-12-15,2024,4,Q4-2024,12,December,Dec,50,15,7,Sunday,1,,0,FY2025
20241216,2024-12-16,2024,4,Q4-2024,12,December,Dec,51,16,1,Monday,0,,0,FY2025
20241217,2024-12-17,2024,4,Q4-2024,12,December,Dec,51,17,2,Tuesday,0,,0,FY2025
20241218,2024-12-18,2024,4,Q4-2024,12,December,Dec,51,18,3,Wednesday,0,,0,FY2025
20241219,2024-12-19,2024,4,Q4-2024,12,December,Dec,51,19,4,Thursday,0,,0,FY2025
20241220,2024-12-20,2024,4,Q4-2024,12,December,Dec,51,20,5,Friday,0,,0,FY2025
20241221,2024-12-21,2024,4,Q4-2024,12,December,Dec,51,21,6,Saturday,1,,0,FY2025
20241222,2024-12-22,2024,4,Q4-2024,12,December,Dec,51,22,7,Sunday,1,,0,FY2025
20241223,2024-12-23,2024,4,Q4-2024,12,December,Dec,52,23,1,Monday,0,,0,FY2025
20241224,2024-12-24,2024,4,Q4-2024,12,December,Dec,52,24,2,Tuesday,0,,0,FY2025
20241225,2024-12-25,2024,4,Q4-2024,12,December,Dec,52,25,3,Wednesday,0,Christmas Day,1,FY2025
20241226,2024-12-26,2024,4,Q4-2024,12,December,Dec,52,26,4,Thursday,0,,0,FY2025
20241227,2024-12-27,2024,4,Q4-2024,12,December,Dec,52,27,5,Friday,0,,0,FY2025
20241228,2024-12-28,2024,4,Q4-2024,12,December,Dec,52,28,6,Saturday,1,,0,FY2025
20241229,2024-12-29,2024,4,Q4-2024,12,December,Dec,52,29,7,Sunday,1,,0,FY2025
20241230,2024-12-30,2024,4,Q4-2024,12,December,Dec,1,30,1,Monday,0,,0,FY2025
20241231,2024-12-31,2024,4,Q4-2024,12,December,Dec,1,31,2,Tuesday,0,,0,FY2025
20250101,2025-01-01,2025,1,Q1-2025,1,January,Jan,1,1,3,Wednesday,0,New Year's Day,1,FY2025
20250102,2025-01-02,2025,1,Q1-2025,1,January,Jan,1,2,4,Thursday,0,,0,FY2025
20250103,2025-01-03,2025,1,Q1-2025,1,January,Jan,1,3,5,Friday,0,,0,FY2025
20250104,2025-01-04,2025,1,Q1-2025,1,January,Jan,1,4,6,Saturday,1,,0,FY2025
20250105,2025-01-05,2025,1,Q1-2025,1,January,Jan,1,5,7,Sunday,1,,0,FY2025
20250106,2025-01-06,2025,1,Q1-2025,1,January,Jan,2,6,1,Monday,0,,0,FY2025
20250107,2025-01-07,2025,1,Q1-2025,1,January,Jan,2,7,2,Tuesday,0,,0,FY2025
20250108,2025-01-08,2025,1,Q1-2025,1,January,Jan,2,8,3,Wednesday,0,,0,FY2025
20250109,2025-01-09,2025,1,Q1-2025,1,January,Jan,2,9,4,Thursday,0,,0,FY2025
20250110,2025-01-10,2025,1,Q1-2025,1,January,Jan,2,10,5,Friday,0,,0,FY2025
20250111,2025-01-11,2025,1,Q1-2025,1,January,Jan,2,11,6,Saturday,1,,0,FY2025
20250112,2025-01-12,2025,1,Q1-2025,1,January,Jan,2,12,7,Sunday,1,,0,FY2025
20250113,2025-01-13,2025,1,Q1-2025,1,January,Jan,3,13,1,Monday,0,,0,FY2025
20250114,2025-01-14,2025,1,Q1-2025,1,January,Jan,3,14,2,Tuesday,0,,0,FY2025
20250115,2025-01-15,2025,1,Q1-2025,1,January,Jan,3,15,3,Wednesday,0,,0,FY2025
20250116,2025-01-16,2025,1,Q1-2025,1,January,Jan,3,16,4,Thursday,0,,0,FY2025
20250117,2025-01-17,2025,1,Q1-2025,1,January,Jan,3,17,5,Friday,0,,0,FY2025
20250118,2025-01-18,2025,1,Q1-2025,1,January,Jan,3,18,6,Saturday,1,,0,FY2025
20250119,2025-01-19,2025,1,Q1-2025,1,January,Jan,3,19,7,Sunday,1,,0,FY2025
20250120,2025-01-20,2025,1,Q1-2025,1,January,Jan,4,20,1,Monday,0,,0,FY2025
20250121,2025-01-21,2025,1,Q1-2025,1,January,Jan,4,21,2,Tuesday,0,,0,FY2025
20250122,2025-01-22,2025,1,Q1-2025,1,January,Jan,4,22,3,Wednesday,0,,0,FY2025
20250123,2025-01-23,2025,1,Q1-2025,1,January,Jan,4,23,4,Thursday,0,,0,FY2025
20250124,2025-01-24,2025,1,Q1-2025,1,January,Jan,4,24,5,Friday,0,,0,FY2025
20250125,2025-01-25,2025,1,Q1-2025,1,January,Jan,4,25,6,Saturday,1,,0,FY2025
20250126,2025-01-26,2025,1,Q1-2025,1,January,Jan,4,26,7,Sunday,1,,0,FY2025
20250127,2025-01-27,2025,1,Q1-2025,1,January,Jan,5,27,1,Monday,0,,0,FY2025
20250128,2025-01-28,2025,1,Q1-2025,1,January,Jan,5,28,2,Tuesday,0,,0,FY2025
20250129,2025-01-29,2025,1,Q1-2025,1,January,Jan,5,29,3,Wednesday,0,,0,FY2025
20250130,2025-01-30,2025,1,Q1-2025,1,January,Jan,5,30,4,Thursday,0,,0,FY2025
20250131,2025-01-31,2025,1,Q1-2025,1,January,Jan,5,31,5,Friday,0,,0,FY2025
20250201,2025-02-01,2025,1,Q1-2025,2,February,Feb,5,1,6,Saturday,1,,0,FY2025
20250202,2025-02-02,2025,1,Q1-2025,2,February,Feb,5,2,7,Sunday,1,,0,FY2025
20250203,2025-02-03,2025,1,Q1-2025,2,February,Feb,6,3,1,Monday,0,,0,FY2025
20250204,2025-02-04,2025,1,Q1-2025,2,February,Feb,6,4,2,Tuesday,0,,0,FY2025
20250205,2025-02-05,2025,1,Q1-2025,2,February,Feb,6,5,3,Wednesday,0,,0,FY2025
20250206,2025-02-06,2025,1,Q1-2025,2,February,Feb,6,6,4,Thursday,0,,0,FY2025
20250207,2025-02-07,2025,1,Q1-2025,2,February,Feb,6,7,5,Friday,0,,0,FY2025
20250208,2025-02-08,2025,1,Q1-2025,2,February,Feb,6,8,6,Saturday,1,,0,FY2025
20250209,2025-02-09,2025,1,Q1-2025,2,February,Feb,6,9,7,Sunday,1,,0,FY2025
20250210,2025-02-10,2025,1,Q1-2025,2,February,Feb,7,10,1,Monday,0,,0,FY2025
20250211,2025-02-11,2025,1,Q1-2025,2,February,Feb,7,11,2,Tuesday,0,,0,FY2025
20250212,2025-02-12,2025,1,Q1-2025,2,February,Feb,7,12,3,Wednesday,0,,0,FY2025
20250213,2025-02-13,2025,1,Q1-2025,2,February,Feb,7,13,4,Thursday,0,,0,FY2025
20250214,2025-02-14,2025,1,Q1-2025,2,February,Feb,7,14,5,Friday,0,,0,FY2025
20250215,2025-02-15,2025,1,Q1-2025,2,February,Feb,7,15,6,Saturday,1,,0,FY2025
20250216,2025-02-16,2025,1,Q1-2025,2,February,Feb,7,16,7,Sunday,1,,0,FY2025
20250217,2025-02-17,2025,1,Q1-2025,2,February,Feb,8,17,1,Monday,0,,0,FY2025
20250218,2025-02-18,2025,1,Q1-2025,2,February,Feb,8,18,2,Tuesday,0,,0,FY2025
20250219,2025-02-19,2025,1,Q1-2025,2,February,Feb,8,19,3,Wednesday,0,,0,FY2025
20250220,2025-02-20,2025,1,Q1-2025,2,February,Feb,8,20,4,Thursday,0,,0,FY2025
20250221,2025-02-21,2025,1,Q1-2025,2,February,Feb,8,21,5,Friday,0,,0,FY2025
20250222,2025-02-22,2025,1,Q1-2025,2,February,Feb,8,22,6,Saturday,1,,0,FY2025
20250223,2025-02-23,2025,1,Q1-2025,2,February,Feb,8,23,7,Sunday,1,,0,FY2025
20250224,2025-02-24,2025,1,Q1-2025,2,February,Feb,9,24,1,Monday,0,,0,FY2025
20250225,2025-02-25,2025,1,Q1-2025,2,February,Feb,9,25,2,Tuesday,0,,0,FY2025
20250226,2025-02-26,2025,1,Q1-2025,2,February,Feb,9,26,3,Wednesday,0,,0,FY2025
20250227,2025-02-27,2025,1,Q1-2025,2,February,Feb,9,27,4,Thursday,0,,0,FY2025
20250228,2025-02-28,2025,1,Q1-2025,2,February,Feb,9,28,5,Friday,0,,0,FY2025
20250301,2025-03-01,2025,1,Q1-2025,3,March,Mar,9,1,6,Saturday,1,,0,FY2025
20250302,2025-03-02,2025,1,Q1-2025,3,March,Mar,9,2,7,Sunday,1,,0,FY2025
20250303,2025-03-03,2025,1,Q1-2025,3,March,Mar,10,3,1,Monday,0,,0,FY2025
20250304,2025-03-04,2025,1,Q1-2025,3,March,Mar,10,4,2,Tuesday,0,,0,FY2025
20250305,2025-03-05,2025,1,Q1-2025,3,March,Mar,10,5,3,Wednesday,0,,0,FY2025
20250306,2025-03-06,2025,1,Q1-2025,3,March,Mar,10,6,4,Thursday,0,,0,FY2025
20250307,2025-03-07,2025,1,Q1-2025,3,March,Mar,10,7,5,Friday,0,,0,FY2025
20250308,2025-03-08,2025,1,Q1-2025,3,March,Mar,10,8,6,Saturday,1,,0,FY2025
20250309,2025-03-09,2025,1,Q1-2025,3,March,Mar,10,9,7,Sunday,1,,0,FY2025
20250310,2025-03-10,2025,1,Q1-2025,3,March,Mar,11,10,1,Monday,0,,0,FY2025
20250311,2025-03-11,2025,1,Q1-2025,3,March,Mar,11,11,2,Tuesday,0,,0,FY2025
20250312,2025-03-12,2025,1,Q1-2025,3,March,Mar,11,12,3,Wednesday,0,,0,FY2025
